PMID,PMC_ID,Title,Journal,PublicationDate,Authors,Abstract,URL,Citation,HTML_FILE
40242243,PMC11999947,Anlotinib induced type 1 diabetes: a case report.,Frontiers in oncology,2025,Chen J; Xia D; Ke L,"Studies have shown some tyrosine kinase inhibitors (TKIs) can influence glucose metabolism leading to either hypoglycemia or hyperglycemia which is reversable in most patients after treatment cessation. Anlotinib is a novel oral multi-target tyrosine kinase inhibitor (TKI) which has been approved for non-small cell lung cancer in China. Previous studies of anlotinib did not report it has any side effect on blood glucose, and there has been no case reporting type 1 diabetes associated with any TKI. The present case study, to our knowledge, was the first to report on an 81-year-old man with lung cancer who developed type 1 diabetes following 14 cycles treatment with TKI. The fasting plasma blood glucose and hemoglobinA1c (HbA1c) was 24.3mmol/L and 9.0%, respectively, and GADA (glutamic acid decarboxylase antibody) was more than 2000IU/ml (normal range is less than 10IU/ml) when he was diagnosed. We also conducted a literature review to explore the potential mechanism of anlotinib in inducing type 1 diabetes and recommend that self-monitoring blood glucose (SMBG) for fasting and random postprandial blood glucose at least once a week is needed for early identification of glucose dysregulation when using TKI drugs, and monthly fasting and random postprandial plasma glucose monitoring and HbA1c test every 3 months is also recommended if the SMBG protocol cannot be completed.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999947/?report=classic,Chen et al.. Anlotinib induced type 1 diabetes: a case report.. Frontiers in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Anlotinib_induced_type_1_diabetes__a_case_report__PMC11999947.html
40242019,PMC12002069,"Safety and Performance of OptiVantage, a CT Contrast Media Injector, in Multi-Patient Mode.","Medical devices (Auckland, N.Z.)",2025,Tirri A; Iannelli FN; Sequeira A; Hebert F,"To evaluate the safety, performance and user's satisfaction of OptiVantage<sup>®</sup>, a dual head CT Contrast Delivery System, in multi-patient mode for patients requiring a contrast-enhanced CT examination.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12002069/?report=classic,"Tirri et al.. Safety and Performance of OptiVantage, a CT Contrast Media Injector, in Multi-Patient Mode.. Medical devices (Auckland, N.Z.). 2025.",/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Safety_and_Performance_of_OptiVantage__a_CT_Contrast_Media_Injector__in_Multi_Pa_PMC12002069.html
40241928,PMC11919313,A Case Report of Intravitreal Aflibercept for Iris Metastasis from Small Cell Lung Carcinoma with Neovascular Glaucoma.,Case reports in ophthalmology,2025,Goto H; Hirakata K; Nakamoto K; Okamoto F; Hori J,"Metastatic iris tumors from lung cancer are uncommon and challenging to diagnose. As lung cancer treatments improve, life expectancy increases, potentially leading to more cases of metastasis. These tumors often cause neovascular glaucoma, making intraocular pressure (IOP) management crucial, especially in terminal-stage patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11919313/?report=classic,Goto et al.. A Case Report of Intravitreal Aflibercept for Iris Metastasis from Small Cell Lung Carcinoma with Neovascular Glaucoma.. Case reports in ophthalmology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/A_Case_Report_of_Intravitreal_Aflibercept_for_Iris_Metastasis_from_Small_Cell_Lu_PMC11919313.html
40241925,PMC12002729,Presumed Choroidal Metastasis of Primary Cutaneous Melanoma: A Case Report.,Case reports in ophthalmology,2025,Palumaa T; Klett A,Choroidal metastases most often originate from breast tumors in females and lung cancer in males. Primary cutaneous tumors rarely metastasize to the uveal tract.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12002729/?report=classic,Palumaa et al.. Presumed Choroidal Metastasis of Primary Cutaneous Melanoma: A Case Report.. Case reports in ophthalmology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Presumed_Choroidal_Metastasis_of_Primary_Cutaneous_Melanoma__A_Case_Report__PMC12002729.html
40236696,PMC11996632,Immune checkpoint inhibitor-induced anti-Hu antibody-associated gastrointestinal pseudo-obstruction: a case report and literature review.,Frontiers in immunology,2025,Shi GQ; Lian HN; Wang X; Xia JQ; Wang H; Ma LJ; Xiao ZL; Zhou J,"The immune checkpoint inhibitors (ICIs)-induced anti-Hu antibody-associated gastrointestinal pseudo-obstruction (GIPO) is a paraneoplastic neurological syndrome related to autoantibodies. It has a very low incidence but a high mortality rate. This report presents the case of a patient with extensive-stage small-cell lung cancer who developed recurrent bowel obstruction symptoms following ICI therapy. Colonoscopy and abdominal CT tomography failed to identify the underlying cause. A definitive diagnosis of GIPO was made based on the histological findings from an exploratory laparotomy and serum levels of paraneoplastic antibodies. Despite treatment with corticosteroids, no significant improvement was detected in the symptoms, and the patient ultimately died. This case highlights the challenges of managing this rare complication. When unexplained bowel obstruction occurs during ICI therapy, antineuronal antibody testing should be performed to exclude GIPO, as early identification and intervention can reduce mortality.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11996632/?report=classic,Shi et al.. Immune checkpoint inhibitor-induced anti-Hu antibody-associated gastrointestinal pseudo-obstruction: a case report and literature review.. Frontiers in immunology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Immune_checkpoint_inhibitor_induced_anti_Hu_antibody_associated_gastrointestinal_PMC11996632.html
40231646,PMC12033556,Immune-related adverse events-pembrolizumab-induced colitis-the importance of early diagnosis and treatment: A case report and review of the literature.,International journal of immunopathology and pharmacology,2025,Markovic M; Niciforovic D; Mladenovic V; Pavlovic D; Papic D; Milojevic K; Jovanovic D; Spasojevic M; Milic R,"Immune Checkpoint Inhibitors (ICIs) are monoclonal antibodies that block inhibitory immune targets, such as cytotoxic T lymphocyte antigen 4 (CTLA-4), programmed cell death protein 1 (PD-1), and programmed death ligand 1 (PD-L). Pembrolizumab targets the PD-1 receptor of lymphocytes in lung cancer treatment. ICI checkpoint blockade enhances immunity against cancer cells. However, loss of immunoregulatory control can cause autoimmune reactions in various organs, leading to immune-related adverse events (irAEs). The most common irAE is ICIs-induced colitis, which usually develops 6-8 weeks after ICI initiation and can involve any part of the gastrointestinal system. Herein, we report a presentation of pembrolizumab-induced colitis in a female patient with metastatic lung cancer and review the most recent findings in the model of checkpoint-induced colitis. It was interesting to learn that the colon mucosa may show normal macroscopic findings, but microscopically, immunotherapy-induced autoimmune colitis could be present. Additionally, patients with grade 2 or higher symptoms should have a colonoscopy, receive systemic corticosteroids as treatment, and, based on their response, receive biologic therapy. Here, we present a case report of in a 45-year-old female who has been a smoker for 25 years, without comorbidities, and with metastatic lung cancer who developed colitis after the seventh cycle of pembrolizumab. This case presentation highlights the importance of early recognition and appropriate intervention in order to prevent permanent interruption of treatment with checkpoint inhibitors, as well as prevention of colitis complications.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12033556/?report=classic,Markovic et al.. Immune-related adverse events-pembrolizumab-induced colitis-the importance of early diagnosis and treatment: A case report and review of the literature.. International journal of immunopathology and pharmacology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Immune_related_adverse_events_pembrolizumab_induced_colitis_the_importance_of_ea_PMC12033556.html
40231008,PMC11994988,Situs inversus in cardiothoracic surgery and its advances: a case report.,Journal of surgical case reports,2025,Hinds R,"Situs inversus is a rare congenital abnormality, rarely encountered by surgeons. Despite its sparsity, knowledge and preparation for surgery in these individuals is imperative. In the field of cardiothoracic surgery new technology and techniques have offered new avenues to avoid complications. I will detail a case of a 73-year-old gentleman who attended for treatment of lung cancer with a background of situ inversus.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11994988/?report=classic,Hinds . Situs inversus in cardiothoracic surgery and its advances: a case report.. Journal of surgical case reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Situs_inversus_in_cardiothoracic_surgery_and_its_advances__a_case_report__PMC11994988.html
40230741,PMC11994366,Aspergillus fumigatus Bloodstream Infection in the Absence of Classic Risk Factors: Expanding the Spectrum of Invasive Aspergillosis.,Cureus,2025,Molina M; Javed N; Penikilapate S; Alao O,"We report an unusual case of <i>Aspergillus fumigatus</i> fungemia in a 65-year-old male with multiple comorbidities including, human immunodeficiency virus (HIV), chronic obstructive pulmonary disease (COPD), diabetes mellitus, hepatitis C, and metastatic small cell lung cancer on chemotherapy. He presented with pneumonia and acute hypoxic respiratory failure requiring intubation. The patient developed septic shock and a peripherally inserted central catheter (PICC-line)-associated methicillin-sensitive <i>Staphylococcus aureus</i> (MSSA) bacteremia treated with intravenous (IV) cefazolin. Blood cultures unexpectedly revealed <i>A. fumigatus</i> despite a lack of classic risk factors, other than advanced acquired immune deficiency syndrome (HIV/AIDS), such as prolonged neutropenia or stem cell transplantation. Suspected sources included disseminated infection from the lungs and/or the infected PICC line. This case highlights the diagnostic and therapeutic challenges of invasive aspergillosis, a rarely reported and poorly understood entity with a high mortality rate. Further studies are needed to better characterize the epidemiology, risk factors, and optimal management of <i>Aspergillus</i> fungemia in diverse immunocompromised populations.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11994366/?report=classic,Molina et al.. Aspergillus fumigatus Bloodstream Infection in the Absence of Classic Risk Factors: Expanding the Spectrum of Invasive Aspergillosis.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Aspergillus_fumigatus_Bloodstream_Infection_in_the_Absence_of_Classic_Risk_Facto_PMC11994366.html
40230576,PMC11995287,Integrated Glucocorticoids and Traditional Chinese Medicine in a Squamous Lung Cancer Patient with Dermatologic Toxicities Related to Pembrolizumab: A Case Report.,"Clinical, cosmetic and investigational dermatology",2025,Chen YY; Wu T; Yang G; Yu J,"The report presents the case of a 70-year-old man with advanced squamous lung cancer who developed dermatologic toxicities after receiving Pembrolizumab-based therapy. During the acute phase, the patient was treated with an integrative treatment of glucocorticosteroids and traditional Chinese medicine (TCM) and achieved superior efficacy. The patient presented with blisters and papules distributed covering 60% of the trunk and extremities, along with more than 90% coverage of the hands and feet, graded as a cutaneous immune-related adverse event (irAE) of 3-4 levels, and accompanied by pruritus, infections, hypercoagulation, hypoproteinemia, and electrolyte disturbance. He was initially on intravenous glucocorticoids synchronized with TCM decoctions for seven days, which effectively intercepted the appearance of fresh cutaneous lesions, with noticeable alleviation of pruritus and other complications. He then began to taper his glucocorticoid dosage with the assistance of TCM. Antihistamines and topicals were used in the first three weeks. As a result, the cutaneous symptoms were well controlled, and he was subsequently transferred for further anti-tumor therapies. In conclusion, integrated glucocorticoids and TCM was used to bring the patient out of the acute phase of high-grade irAE dermatologic toxicity successfully. In this case, the cutaneous symptoms were resolved more rapidly, with earlier glucocorticoid tapering and fewer adverse hormonal effects, without tumor progression.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11995287/?report=classic,"Chen et al.. Integrated Glucocorticoids and Traditional Chinese Medicine in a Squamous Lung Cancer Patient with Dermatologic Toxicities Related to Pembrolizumab: A Case Report.. Clinical, cosmetic and investigational dermatology. 2025.",/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Integrated_Glucocorticoids_and_Traditional_Chinese_Medicine_in_a_Squamous_Lung_C_PMC11995287.html
40226630,PMC11985835,Case Report: Subacute cutaneous lupus erythematosus induced by the anti-PD-1 antibody camrelizumab combined with chemotherapy.,Frontiers in immunology,2025,Bao H; Zhang J; Luo X; Song X; Li J; Mao N; Chen F; Bao H; Hu J; Cao X; Ma S; Lin L,"The use of immune checkpoint inhibitors (ICI) can lead to immune-related adverse events (irAE), of which skin irAE is common, affecting up to 50% of ICI-treated patients. Although only a few cases of subacute cutaneous lupus erythematosus (SCLE) have been reported in patients receiving anti-programmed death-1(anti-PD-1) immunotherapy, it is important to identify ICI-induced SCLE because it may cause delayed and/or prolonged skin reactions even after treatment discontinuation. To date, no cases of cutaneous lupus associated with Camrelizumab treatment have been reported.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11985835/?report=classic,Bao et al.. Case Report: Subacute cutaneous lupus erythematosus induced by the anti-PD-1 antibody camrelizumab combined with chemotherapy.. Frontiers in immunology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Case_Report__Subacute_cutaneous_lupus_erythematosus_induced_by_the_anti_PD_1_ant_PMC11985835.html
40225956,PMC11986214,Discordant Response to Nivolumab Plus Ipilimumab and Identification of <i>BRAF</i> V600E Mutation in Biphasic Malignant Pleural Mesothelioma: Case Report.,JTO clinical and research reports,2025,Wilkins O; Omogbehin A; Bergquist PJ; Kim C; Liu SV; Reuss JE,"Therapeutic advancement for malignant pleural mesothelioma (MPM) has been limited. Combination immunotherapy with nivolumab plus ipilimumab is a frontline treatment option for advanced MPM that is typically deployed for patients with sarcomatoid or biphasic MPM. Here, we present a case of biphasic MPM that exhibited a unique response pattern to first-line treatment with nivolumab plus ipilimumab, with brisk response in pleural and mediastinal sites of disease, but rapid progression in osseous/soft tissue sites of disease complicated by pathologic spinal cord compression. Pathologic findings from bony metastasis at progression found pure epithelioid histology without any evidence of sarcomatoid differentiation. Next-generation sequencing of this specimen revealed a <i>BRAF</i> V600E mutation, and the patient was subsequently treated with dabrafenib plus trametinib, achieving ongoing clinical and imaging response in all sites of the disease, including bones. This case supports the use of next-generation sequencing profiling in MPM, particularly in circumstances in which novel discordant response patterns are observed.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11986214/?report=classic,Wilkins et al.. Discordant Response to Nivolumab Plus Ipilimumab and Identification of <i>BRAF</i> V600E Mutation in Biphasic Malignant Pleural Mesothelioma: Case Report.. JTO clinical and research reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Discordant_Response_to_Nivolumab_Plus_Ipilimumab_and_Identification_of__i_BRAF___PMC11986214.html
40225953,PMC11986212,Novel <i>PLEC-EML4-ALK</i> Double Fusion Underlying Crizotinib Resistance in a Metastatic Inflammatory Myofibroblastic Tumor: A Case Report.,JTO clinical and research reports,2025,Maleddu A; Hinz TK; Black MA; Aisner DL; Marshall CB; Elias AD; Wilky BA; Heasley LE; Davies KD,"<i>ALK</i> fusions are frequent oncogenic drivers in inflammatory myofibroblastic tumors. Treatment with crizotinib is effective in fusion-positive patients; however, acquired resistance remains a challenge. Here, we present a case of <i>EML4-ALK</i>-positive metastatic inflammatory myofibroblastic tumor that initially responded to crizotinib but developed resistance. The progressing lesion revealed the acquisition of a ""double fusion"" event in which <i>EML4-ALK</i> was additionally fused to <i>PLEC</i> to create a <i>PLEC-EML4-ALK</i> transcript. The double fusion was associated with an increase in <i>ALK</i> expression, mimicking the <i>ALK</i> fusion amplification that is a known mechanism of resistance to crizotinib in lung cancer. On transition to the more potent ALK inhibitor alectinib, the patient exhibited a dramatic response. Thus, the formation of a double fusion represents a novel and targetable mechanism of resistance to crizotinib.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11986212/?report=classic,Maleddu et al.. Novel <i>PLEC-EML4-ALK</i> Double Fusion Underlying Crizotinib Resistance in a Metastatic Inflammatory Myofibroblastic Tumor: A Case Report.. JTO clinical and research reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Novel__i_PLEC_EML4_ALK__i__Double_Fusion_Underlying_Crizotinib_Resistance_in_a_M_PMC11986212.html
40225815,PMC11991814,Remarkable Antitumor Effects and Serious Multiple Immune-Related Adverse Events in Malignant Pleural Mesothelioma: Two Case Reports.,Case reports in oncological medicine,2025,Harada K; Irie H; Mitsuishi A; Fukui T; Takada N; Nagaoka R; Funatsu Y; Koh H,"We describe two patients who experienced serious multiple immune-related adverse events (irAEs), treatment interruption, and steroid administration. Despite these challenges, they achieved a remarkable antitumor effect beyond the expected. Various carcinomas demonstrated a possible correlation between the antitumor effect of immune checkpoint inhibitors and the intensity of irAEs, but few studies report on malignant pleural mesothelioma (MPM). Our two cases exhibited much stronger irAEs than usual. These two cases still demonstrated a complete response (CR) or near CR partial response, indicating a correlation between irAEs and the antitumor effect in MPM.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11991814/?report=classic,Harada et al.. Remarkable Antitumor Effects and Serious Multiple Immune-Related Adverse Events in Malignant Pleural Mesothelioma: Two Case Reports.. Case reports in oncological medicine. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Remarkable_Antitumor_Effects_and_Serious_Multiple_Immune_Related_Adverse_Events__PMC11991814.html
40225553,PMC11993430,A Case Report of Pulmonary Tumor Thrombotic Microangiopathy Caused by Lung Adenocarcinoma: The Importance of Clinical Diagnosis and Monitoring Disease Progression.,Cureus,2025,Sakano Y; Hamakawa Y; Yamanaka R; Funauchi A; Marumo S; Fukui M,"Pulmonary tumor thrombotic microangiopathy (PTTM) is a rare and fatal lung complication associated with cancer. Diagnosing PTTM is challenging due to its rapid progression and nonspecific clinical or imaging findings, which often result in postmortem identification. Treatment options are limited, and long-term management remains poorly understood. This report describes a 50-year-old patient with lung adenocarcinoma who was clinically diagnosed with PTTM and showed improvement with early chemotherapy initiation. Disease activity was controlled through multiple chemotherapy regimens, and recurrence was monitored using blood coagulation status and echocardiography. This case highlights the importance of early clinical diagnosis and ongoing monitoring of disease progression in PTTM.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11993430/?report=classic,Sakano et al.. A Case Report of Pulmonary Tumor Thrombotic Microangiopathy Caused by Lung Adenocarcinoma: The Importance of Clinical Diagnosis and Monitoring Disease Progression.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/A_Case_Report_of_Pulmonary_Tumor_Thrombotic_Microangiopathy_Caused_by_Lung_Adeno_PMC11993430.html
40225105,PMC11993172,<sup>18</sup>F-FDG PET/CT Imaging of Talaromyces marneffei Infection with Bone Destruction in an HIV-Negative Patient: Case Report and Review.,Infection and drug resistance,2025,He W; Wang S; Xiong X; Dai W,"Talaromycosis is an opportunistic fungal infection caused by <i>Talaromyces marneffei</i> (<i>T. marneffei</i>), commonly occurs in HIV-positive individuals. While less common, it can also affect HIV-negative individuals. We reported a <i>T. marneffei</i> infection in an HIV-negative patient, whose imaging findings and diagnostic process offer valuable clinical insights.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11993172/?report=classic,He et al.. <sup>18</sup>F-FDG PET/CT Imaging of Talaromyces marneffei Infection with Bone Destruction in an HIV-Negative Patient: Case Report and Review.. Infection and drug resistance. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/_sup_18__sup_F_FDG_PET_CT_Imaging_of_Talaromyces_marneffei_Infection_with_Bone_D_PMC11993172.html
40224190,PMC11985424,Case Report: Intestinal metastasis from <i>ALK</i>-rearranged pulmonary pleomorphic carcinomas mimicking inflammatory myofibroblastic tumors.,Frontiers in oncology,2025,Shi C; Qiu Y; He K; Li Y; Wan Q; Yao J; Zhang H,"Lung carcinomas usually spread to the liver, lungs, pleura, pericardium, adrenal glands, brain, and bones. Anaplastic lymphoma kinase gene (<i>ALK</i>) fusion occurs in approximately 5% of non-small cell lung cancer (NSCLC) cases and most frequently in adenocarcinoma. Here, we report a rare case of intestinal metastasis originating from pulmonary pleomorphic carcinoma in a 49-year-old male heavy smoker. At the local hospital, the patient was initially considered to have an ALK-positive intestinal tumor, leading to a differential diagnosis of inflammatory myofibroblastic tumor (IMT). Due to the tumor's peculiar morphology (including epithelioid and spindle cell components), pathologists of the local hospital sent slides of the case to our hospital for further consultation. Immunohistochemical analysis revealed that the epithelioid and spindle neoplastic cells were positive for CK7, TTF1, and ALK-V. Fluorescence <i>in situ</i> hybridization (FISH) confirmed the presence of the echinoderm microtubule-associated protein-like 4 (<i>EML4</i>):: <i>ALK</i> fusion. Based on these findings, we established the final diagnosis as intestinal metastasis of ALK-positive pulmonary pleomorphic carcinoma. A subsequent enhanced CT scan of the chest revealed a 3.0 cm solid mass in the right upper lung, further supporting the diagnosis of intestinal metastasis originating from pulmonary pleomorphic carcinoma. In conclusion, this case exhibited highly unusual clinicopathological features that could easily lead to misdiagnosis as primary intestinal tumors with <i>ALK</i> rearrangement. Pathologists must know this possibility to ensure accurate diagnosis and appropriate management.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11985424/?report=classic,Shi et al.. Case Report: Intestinal metastasis from <i>ALK</i>-rearranged pulmonary pleomorphic carcinomas mimicking inflammatory myofibroblastic tumors.. Frontiers in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Case_Report__Intestinal_metastasis_from__i_ALK__i__rearranged_pulmonary_pleomorp_PMC11985424.html
40224188,PMC11985431,Unmasking the mimic: lipoid pneumonia imitating primary lung cancer - a case report series of a diagnostic challenge.,Frontiers in oncology,2025,Mohamed S; Bertolaccini L; Lombardi M; Di Tonno C; Sabalic A; Casiraghi M; Spaggiari L,"Lipoid pneumonia is a rare inflammatory disease characterized by an abnormal deposition of lipids in the alveoli. It may manifest as pulmonary consolidation, simulating primary lung cancer on radiological imaging and an increased uptake on fluorine-18-fluorodeoxy-D-glucose (FDG) positron-emission tomography (PET)/computed tomography (CT). The confirmed diagnosis can be achieved only by microscopic examination of cytological or histological samples.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11985431/?report=classic,Mohamed et al.. Unmasking the mimic: lipoid pneumonia imitating primary lung cancer - a case report series of a diagnostic challenge.. Frontiers in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Unmasking_the_mimic__lipoid_pneumonia_imitating_primary_lung_cancer___a_case_rep_PMC11985431.html
40224183,PMC11986360,Lung cancer with supraclavicular myxoinflammatory fibroblastic sarcoma is easily misdiagnosed as lymph node metastasis: a case report.,Frontiers in oncology,2025,Yang Q; Chen J; Feng X; Zeng S,"Myxoinflammatory fibroblastic sarcoma (MIFS) is an infiltrative, locally invasive fibroblastic tumor. A 68-year-old male patient was admitted to the hospital because of a physical examination that revealed a space-occupying lung. Positron emission tomography-CT (PET-CT) showed right upper lung cancer with multiple tiny nodules in both lungs (suspected metastatic foci), and the diagnosis of adenocarcinoma of the right lung was confirmed by aspiration biopsy. In the same period, thyroid nodules were detected by ultrasound and puncture, and papillary thyroid cancer was confirmed by pathology. After multidisciplinary consultation, a systemic treatment plan was drawn up, and changes in the lung nodules were observed. The patient received two cycles of chemotherapy and one cycle of targeted therapy, and the follow-up examination showed shrinkage of the upper lobe of the right lung but stabilization of the intrapulmonary nodule. Still, a mass was visible under the skin on the right neck. Given the abnormal ultrasound of lymph nodes in the V region of the neck and the puncture suggestive of a spindle cell soft tissue tumor, the team of specialists performed radical surgery after a comprehensive evaluation, including resection of the upper lobe of the right lung, systematic lymph node dissection, and enlarged resection of the neck mass. Postoperative pathology finally confirmed that the neck lesion was MIFS. This case suggests that the combination of lung cancer and neck mass should be alerted to the possibility of non-metastatic lesions, especially with supraclavicular lymph node metastasis, which emphasizes the key role of multidisciplinary collaboration and precise pathological diagnosis in the differentiation of complex tumors.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11986360/?report=classic,Yang et al.. Lung cancer with supraclavicular myxoinflammatory fibroblastic sarcoma is easily misdiagnosed as lymph node metastasis: a case report.. Frontiers in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Lung_cancer_with_supraclavicular_myxoinflammatory_fibroblastic_sarcoma_is_easily_PMC11986360.html
40218192,PMC11988652,RT-PCR Misdiagnosis of Patient with Rare EGFR Mutation Lung Adenocarcinoma: Is NGS the Only Solution?,"Diagnostics (Basel, Switzerland)",2025,Piekarczyk P; Lechowicz U; Szopiński J; Polaczek M; Błasińska K; Modrzewska K,"<b>Background and Clinical Significance:</b> Molecular testing plays a crucial role in lung cancer diagnosis and management. While single-gene tests (SGTs) remain an important diagnostic tool, developments in novel methods such as next generation sequencing (NGS) provide a more precise mutational profile and enable the targeted treatment of a larger scope of mutation-driven cancers. <b>Case presentation:</b> We present a case of a patient with a rare <i>EGFR</i> variant lung adenocarcinoma, who was misdiagnosed using a SGT. The initial treatment with immunotherapy was unsuccessful. <b>Conclusions:</b> The patient could have benefited if NGS had been performed instead of traditional real-time polymerase chain reaction (RT-PCR) and if adequate tyrosine kinase inhibitor treatment was initiated at the time of diagnosis.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988652/?report=classic,"Piekarczyk et al.. RT-PCR Misdiagnosis of Patient with Rare EGFR Mutation Lung Adenocarcinoma: Is NGS the Only Solution?. Diagnostics (Basel, Switzerland). 2025.",/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/RT_PCR_Misdiagnosis_of_Patient_with_Rare_EGFR_Mutation_Lung_Adenocarcinoma__Is_N_PMC11988652.html
40217310,PMC11987443,Complete resolution of non-tuberculous mycobacterial pulmonary nodule following cryobiopsy: The first case report.,Diagnostic pathology,2025,Han SJ; Chung C; Park D,"Non-tuberculous mycobacterial (NTM) lung disease presents diagnostic and therapeutic challenges, often mimicking lung cancer, tuberculosis, and other bronchopulmonary disorders. Management typically involves prolonged antibiotic treatment, but alternative therapeutic approaches for localized disease remain underexplored. Cryobiopsy has emerged as an advanced bronchoscopic diagnostic technique, providing larger, higher-quality lung tissue samples compared to traditional forceps biopsy. However, its potential therapeutic effects, particularly its unintended cryoablation effect, remain an area of active investigation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11987443/?report=classic,Han et al.. Complete resolution of non-tuberculous mycobacterial pulmonary nodule following cryobiopsy: The first case report.. Diagnostic pathology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Complete_resolution_of_non_tuberculous_mycobacterial_pulmonary_nodule_following__PMC11987443.html
40213221,PMC11981378,A case of obstructive shock and transient ischemic attack from intracardiac metastasis of non-small cell lung cancer (NSCLC).,Annals of medicine and surgery (2012),2025,Chenna VSH; Olaniyi S; Arowolo SA; Varghese JJ; Khan MK; Tabassum S; Balushi JA; Alameddine S; Kaur P,"Cancer-associated stroke (CAS) is a serious complication in cancer patients, particularly those with lung cancer. This case highlights a 76-year-old male with metastatic squamous cell carcinoma of the lung who developed obstructive shock and a transient ischemic attack (TIA) due to intracardiac metastasis.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11981378/?report=classic,Chenna et al.. A case of obstructive shock and transient ischemic attack from intracardiac metastasis of non-small cell lung cancer (NSCLC).. Annals of medicine and surgery (2012). 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/A_case_of_obstructive_shock_and_transient_ischemic_attack_from_intracardiac_meta_PMC11981378.html
40212802,PMC11985039,Thoracic <i>SMARCA4</i>-deficient undifferentiated tumor.,Radiology case reports,2025,Izumi Y; Sano Y; Yamada K; Ichijo Y; Yoshida M; Nishioka Y; Imoto N; Imabayashi T; Jinno K; Urata Y; Hayakawa K,"Thoracic <i>SMARCA4</i>-deficient undifferentiated tumor (<i>SMARCA4</i>-UT) is characterized by an undifferentiated rhabdoid morphology and <i>SMARCA4</i> deficiency pathologically. In the 2021 revision of the WHO classification, it was categorized as an epithelial tumor because of its shared genetic background with smoking-related lung cancer. We describe the case of a 44-year-old man with a rapidly enlarging mediastinal mass observed on chest radiography and CT. The tumor was resistant to radiation therapy, chemotherapy, and immune checkpoint inhibitors, and the patient's survival time was approximately 5 months. Familiarity with the clinical background and imaging findings of thoracic <i>SMARCA4</i>-UT is crucial for early diagnosis and treatment planning.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11985039/?report=classic,Izumi et al.. Thoracic <i>SMARCA4</i>-deficient undifferentiated tumor.. Radiology case reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Thoracic__i_SMARCA4__i__deficient_undifferentiated_tumor__PMC11985039.html
